Bill_id,Bill_description,Patron_id,Patron_name
HB349,Emergency services and disaster preparedness programs; inclusion of federally recognized tribes.,H0350,McLaughlin
HB350,Jury service; exemption for fire marshals.,H0350,McLaughlin
HB351,"Military Affairs, Dept. of, emergency vehicles; equipped with flashing red and white warning lights.",H0360,Feggans
HB352,Local authority; authorized by ordinance to establish affordable housing performance grant programs.,H0382,Thomas
HB353,Benefits consortium; sponsoring association.,H0354,Callsen
HB354,Online portal; Commissioner of Department of Veterans Services to develop and maintain.,H0382,Thomas
HB355,Public school students in grades six through 12; annual mental health screening.,H0361,Gardner
HB356,Local housing policy; expands the range of changes that are required.,H0382,Thomas
HB357,Person arrested for a felony; release of accused on secured or unsecured bond.,H0354,Callsen
HB358,"Medicare supplement policies; regulations establishing minimum standards, report.",H0317,Helmer
HB359,"Private elementary or secondary school; use of public funds for tuition, standards.",H0317,Helmer
HB360,"Virginia Consumer Protection Act; prohibited practices, kratom products.",H0314,"Cole, J.G."
HB361,"Earned sentence credits; incarceration while awaiting trial or pending an appeal, effective date.",H0351,Seibold
HB362,Public elementary and secondary student textbooks; print as primary curriculum basis.,H0391,Dougherty
HB363,Regional Innovation Fund and Commonwealth Commercialization Fund; matching funds.,H0391,Dougherty
HB364,Small claims court; jurisdictional limit.,H0391,Dougherty
HB365,Emergency vehicles; exempt from certain traffic regulations.,H0350,McLaughlin
HB366,Virginia Military Community Infrastructure Grant Program and Fund; award guidelines.,H0345,Tata
HB367,"Consultation with federally recognized tribes; permits and reviews, etc.",H0281,Krizek
HB368,"American Indians, Virginia and federally recognized tribes; establishes definitions, sovereignty.",H0281,Krizek
HB369,"Electric utilities; renewable portfolio standard program, zero-carbon electricity, etc.",H0301,Reid
HB370,Industrial/commercial use facilities; local authority on requiring water consumption in zoning ordinance.,H0301,Reid
HB371,"End Hunger, Virginia Commission to; changes membership.",H0284,Price
HB372,"Income tax, state; removes sunset from and makes permanent increase in refundable earned tax credit.",H0284,Price
HB373,Restaurants; food allergy awareness notice required.,H0374,Martinez
HB374,"Manufactured Home Lot Rental Act; written rental agreement, lot rent increase prohibition, etc.",H0281,Krizek
HB375,"Manufactured Home Lot Rental Act; right of first refusal, resident entities and localities.",H0281,Krizek
HB376,SUDP; Office of Chief Medical Examiner to publish information on its website.,H0351,Seibold
HB377,"Uniform Statewide Building Code; amendments, energy efficiency and conservation.",H0334,Bennett-Parker
HB378,"Net investment income tax; imposes a tax on individuals, trusts, and estates.",H0334,Bennett-Parker
HB379,"Virginia Residential Landlord and Tenant Act; application, notice, deposit, fee.",H0334,Bennett-Parker
HB380,Celiac disease; training materials for restaurant personnel.,H0334,Bennett-Parker
HB381,Investigation or autopsy of dead bodies; notification of retention of whole organ.,H0334,Bennett-Parker
HB382,School board chairmen and vice-chairmen; additional annual salary.,H0334,Bennett-Parker
HB383,SCHEV; exemption of certain courses and programs of instruction from certification requirement.,H0334,Bennett-Parker
HB384,"Alcoholic beverage control; advertising materials, purchase and display of barrels.",H0334,Bennett-Parker
HB385,"Alcoholic beverage control; operation of government stores, tastings.",H0334,Bennett-Parker
HB386,Chesapeake Bay Pay for Outcomes Fund; established.,H0281,Krizek
HB387,Occoquan Reservoir; low-flow protections for drinking water safe yield.,H0281,Krizek
HB388,Powers of service districts; control of invasive plant species.,H0354,Callsen
HB389,"Marine Resources Commission; fisheries climate adaptation plan, report.",H0311,Askew
HB390,"Habitat Policy Oversight Committee; established, membership, powers and duties, report.",H0311,Askew
HB391,"Medical cannabis program; product labels, delivery, marijuana delivery operators.",H0311,Askew
HB392,Sickle cell disease education and screening program; cancer risk.,H0311,Askew
HB393,Firefighters Cancer Screening Grant Program and Fund; established.,H0311,Askew
HB394,Fire Programs Fund; increases assessment.,H0311,Askew
HB395,"Electric utilities; small portable solar generation devices, local regulation.",H0281,Krizek
HB396,"Charitable gaming; definitions, Texas Hold'em poker tournaments, minimum age to participate.",H0281,Krizek
HB397,Clean energy and community flood preparedness; market-based trading program.,H0208,Herring
HB398,"Safeguarding American Veteran Empowerment Act; created, prohibited practices, penalties.",H0208,Herring
HB399,"Charitable gaming; regulations, predetermined percentage of receipts.",H0311,Askew
HB400,"Motion picture production; increases aggregate cap on tax credit, extends sunset.",H0208,Herring
HB401,Virginia Museum of Fine Arts; powers of the board.,H0311,Askew
HB402,"Cottage food laws; sale of certain food over phone and internet, report.",H0354,Callsen
HB403,"Income tax, state; credits for child care-related expenses.",H0301,Reid
HB404,"Enslaved Ancestors College Access Scholarship and Memorial Program; scholarships, administration.",H0301,Reid
HB405,"Health Insurance Premium Stabilization Tax Credit Act; established, report.",H0301,Reid
HB406,"Workers' compensation; disability of law-enforcement officer, spousal wage replacement, report.",H0301,Reid
HB407,Light pollution education and dark sky preservation; DEQ shall serve as lead agency.,H0301,Reid
HB408,Enterprise Zone Housing Availability Grant Program; established.,H0301,Reid
HB409,"Passing a stopped school bus; divided highways, access roads, and certain driveways.",H0301,Reid
HB410,"School boards; participation in SAT School Day program required, student participation.",H0301,Reid
HB411,Commissioner of Highways; certain agreements with U.S. Department of Transportation.,H0301,Reid
HB412,"Local governing bodies; school division budgets, funding levels.",H0389,"Cole, N.T."
HB413,"High School Certified Nurse Aide Training/Certification Program; established, requirements, report.",H0297,Guzman
HB414,"Two-Year college Transfer Grant, etc.; eligibility.",H0297,Guzman
HB415,Pawpaw (Asimina triloba); designating as official state fruit.,H0297,Guzman
HB416,"School buses; use for public purposes by local governing bodies, insurance reimbursement.",H0297,Guzman
HB417,Children of active duty service members or veterans; in-state tuition eligibility.,H0297,Guzman
HB418,Zoning; manufactured housing.,H0389,"Cole, N.T."
HB419,Approval of land use applications; residential development.,H0389,"Cole, N.T."
HB420,Public utilities; reopening rate case in certain instances.,H0389,"Cole, N.T."
HB421,"Eminent domain; condemnation of public waterworks systems, determination of lost profits.",H0389,"Cole, N.T."
HB422,Water utilities; prohibition of multiple rate increases within 3-year period for water utilities.,H0389,"Cole, N.T."
HB423,"Roanoke Higher Education Authority; board of trustees, reduces membership.",H0266,Rasoul
HB424,"Health insurance; definitions, prohibited restrictions on in-network referrals.",H0372,LeVere Bolling
HB425,Pregnant and postpartum patients; reimbursement for remote monitoring services.,H0372,LeVere Bolling
HB426,Workers' compensation; employer's offset in event of recovery.,H0372,LeVere Bolling
HB427,"Uniform, comprehensive data information system; info on self-identified students who are parents.",H0372,LeVere Bolling
HB428,"High school graduation requirements; alternative pathway to standard diploma established, report.",H0372,LeVere Bolling
HB429,"Electric utilities; definitions, integrated resource plans, report.",H0372,LeVere Bolling
HB430,"New College Institute; reconstitution of Institute as West Piedmont Higher Education Center, etc.",H0372,LeVere Bolling
HB431,Alzheimer's Disease and Related Disorders Commission; extends of sunset provision.,H0372,LeVere Bolling
HB432,"Property Appraisal and Valuation Equity, Task Force on; created, report, sunset.",H0372,LeVere Bolling
HB433,"Newborn screening; evaluation of disorders for inclusion, process for considering other disorders.",H0372,LeVere Bolling
HB434,Electric utilities; electric grid utilization metrics; State Corporation Commission.,H0372,LeVere Bolling
HB435,Palliative Care Info. & Ed. Prog. & Palliative Care & Quality of Life Advisory Council; established.,H0372,LeVere Bolling
HB436,"Higher educational institutions, public; tuition and mandatory fees charged to Virginia students.",H0372,LeVere Bolling
HB437,"Insurance; standards of conduct for public adjusters, unauthorized practice of public adjusting.",H0372,LeVere Bolling
HB438,Delinquency petition; referral to court service unit.,H0372,LeVere Bolling
HB439,"Virginia Nonstock Corporation Act; numerous revisions to Act, delayed effective date.",H0219,Hope
HB440,Driver's licenses; repeals suspension for nonpayment of child support and unsatisfied judgments.,H0396,Mehta
HB441,"Judicial Inquiry and Review Commission; reform, increases membership.",H0219,Hope
HB442,"Kratom; Virginia State Crime Commission to conduct an analysis of enforcement & regulation, report.",H0396,Mehta
HB443,Judicial district and circuit courts; maximum number of judges.,H0219,Hope
HB444,Uniform Consumer Debt Default Judgments Act; established.,H0264,Simon
HB445,"Debtor's disposable earnings; exemptions form garnishment, exemptions in bankruptcy proceedings.",H0264,Simon
HB446,Virginia Passenger Rail Authority; expands authority to exercise power of eminent domain.,H0264,Simon
HB447,Local government or board of zoning appeals land use decisions; third-party standing requirements.,H0264,Simon
HB448,"Land records; certain financing statements, recording and indexing fees.",H0264,Simon
HB449,Civil actions filed on behalf of multiple persons; class actions.,H0264,Simon
HB450,"Vital Records, Office of; fees for certified copies, annual report.",H0327,Willett
HB451,Doctor of Social Work degree; education requirements for licensure.,H0327,Willett
HB452,"Practice of radiologic technology; licensure exceptions, sunset.",H0327,Willett
HB453,"Comprehensive mental health, substance abuse, & developmt. disability crisis services; written plan.",H0327,Willett
HB454,DCJS; removes requirement to develop model addiction recovery program.,H0327,Willett
HB455,Va. Opioid Use Red. & Jail-Based Substance Use Disorder Trtmt. and Transition Fund; grant procedure.,H0327,Willett
HB456,"Health, State Board of, regulations; standards for levels of neonatal care.",H0327,Willett
