Bill_id,Bill_description,Patron_id,Patron_name
HB9,Animal control officers; additional training.,H0359,Ennis
HB1667,"Barbers and Cosmetology, Board for; employment prohibition, children 16 years of age or older.",H0368,Jones
HB1668,Motor vehicle sales and use tax; definition of sale price.,H0136,Wright
HB1669,"Brodnax, Town of; amending charter, election of mayor.",H0136,Wright
HB1670,Health insurance; cost-sharing for epinephrine injectors.,H0368,Jones
HB1671,Virginia Real Estate Time-Share Act; recordkeeping by resellers.,H0136,Wright
HB1672,Retail electric energy; renewable energy certificates.,H0368,Jones
HB1673,"Pedestrian crossing & stop sign violation monitoring systems; violation enforcement, civil penalty.",H0368,Jones
HB1674,Professional education programs; exemption for programs leading to certain endorsements.,H0371,Laufer
HB1675,Board of Medicine; continuing education; unconscious bias and cultural competency.,H0285,Hayes
HB1676,GO Virginia grants; matching funds; sunset repeal.,H0384,Phillips
HB1677,Charter; City of Martinsville.,H0384,Phillips
HB1678,School board policies; parental notification; safe storage of prescription drugs and firearms in the household.,H0355,Cohen
HB1679,SOL; Bd. of Education shall prioritize incorporation of assessments in languages other than English.,H0355,Cohen
HB1680,"Rights of persons with disabilities; definition of ""place of public accommodation.""",H0355,Cohen
HB1681,Undesignated sex or gender designation option.,H0355,Cohen
HB1682,Surplus lines broker taxes; certain insurance policies.,H0355,Cohen
HB1683,"Motor vehicle dealers; recall and warranty costs, right of first refusal.",H0343,Sewell
HB1684,"Real estate brokers and salespersons; duties, licensees engaged by buyers.",H0343,Sewell
HB1685,"Early childhood care and education; publicly funded providers, exclusions.",H0343,Sewell
HB1686,"Campaign finance; prohibited personal use of campaign funds; complaints, hearings, civil penalty, and advisory opinions.",H0295,Convirs-Fowler
HB1687,Charter; City of Virginia Beach.,H0295,Convirs-Fowler
HB1688,Short-term rentals; compliance; civil penalty.,H0295,Convirs-Fowler
HB1689,Virginia Residential Property Disclosure Act; Real Estate Board; residential property disclosure statement form.,H0295,Convirs-Fowler
HB1690,Eminent domain; documents provided to landowner.,H0295,Convirs-Fowler
HB1691,Study; JLARC to study Virginia's campaign finance system; independent agency; report.,H0368,Jones
HB1692,Virginia Parole Board; investigation of cases for executive clemency.,H0350,Campbell
HB1693,"Real estate appraisers; educational requirement for licensure, fair housing & appraisal bias course.",H0311,Askew
HB1694,Virginia Military Survivors and Dependents Education Program; annual report on eligibility and usage required.,H0311,Askew
HB1695,Public elementary & secondary schools; cardiac emergency response or emergency action plans.,H0311,Askew
HB1696,Charter; City of Norfolk.,H0311,Askew
HB1697,Fishing with trawl nets and drag nets; shrimp and horseshoe crab; license fee; penalty.,H0311,Askew
HB1698,Retail sales and use tax; exemption for prescription medicine and drugs purchased by veterinarians; sunset.,H0311,Askew
HB1699,Tax exemptions; Confederacy organizations.,H0311,Askew
HB1700,School boards; bleeding control programs; bleeding control kits; immunity from civil liability.,H0336,Clark
HB1701,Income tax; housing opportunity tax credit; sunset extended.,H0177,Bulova
HB1702,"Urban Public-Private Partnership Redevelopment Fund; funding requirements, report.",H0177,Bulova
HB1703,Alcoholic beverage control; tied house exceptions.,H0177,Bulova
HB1704,"Resale Disclosure Act; resale certificate, responsibility for payment of insurance deductible.",H0177,Bulova
HB1705,Virginia Retirement System; disability benefits for certain emergency dispatchers.,H0177,Bulova
HB1706,Va. Residential Property Disclosure Act; required disclosures for buyer to beware.,H0177,Bulova
HB1707,Virginia Contractor Transaction Recovery Fund; claim limits; license threshold amounts.,H0177,Bulova
HB1708,Access to Housing Task Force; report.,H0361,Gardner
HB1709,"Va. Residential Landlord & Tenant Act; landlord obligations access, of tenant to broadband services.",H0361,Gardner
HB1710,Department of Medical Assistance Services; reimbursement rates for Early Intervention Program for Infants and Toddlers with Disabilities; work group; report.,H0361,Gardner
HB1711,"Mass Violence Care Fund; definitions, established.",H0177,Bulova
HB1712,"Persons, certain; definitions, arrest with or without a warrant not required.",H0108,Watts
HB1713,Jurisdiction of district courts in felony cases; specialty dockets; Behavioral Health Docket Act.,H0108,Watts
HB1714,Assault and battery; serious bodily injury; penalty.,H0108,Watts
HB1715,"Mail theft; definitions, penalty.",H0108,Watts
HB1716,"Contraception; establishes right to obtain, applicability, enforcement.",H0284,Price
HB1717,Earned income tax credit.,H0284,Price
HB1718,Virginia Residential Landlord and Tenant Act; enforcement by localities.,H0284,Price
HB1719,Virginia Residential Landlord and Tenant Act; landlord remedies; noncompliance with rental agreement.,H0284,Price
HB1720,State plan for medical assistance services; violence prevention services benefit; work group.,H0284,Price
HB1721,Uniform Easement Relocation Act.,H0108,Watts
HB1722,Special license plates; LUPUS AWARENESS.,H0284,Price
HB1723,"Assistance w/food access, etc.; methods to improve participation in fed. public assistance programs.",H0284,Price
HB1724,"Prescription Drug Affordability Board; established, drug cost affordability review, report.",H0294,Delaney
HB1725,"Medical Debt Protection Act; created, prohibited practices, penalties.",H0294,Delaney
HB1726,"Trespass with an unmanned aircraft system; definitions, contracted defense facility, penalty.",H0284,Price
HB1727,Establishment of parent and child relationship; persons who committed sexual assault.,H0294,Delaney
HB1728,Child victims and witnesses; using two-way closed-circuit television.,H0294,Delaney
HB1729,"Sales and use tax; exemption for aircraft components, extends sunset.",H0294,Delaney
HB1730,Personal injury or death by wrongful act; liability of employer to vulnerable victims.,H0294,Delaney
HB1731,Services for sexual assault patients; provision of information for sexual assault patients; Task Force on Services for Survivors of Sexual Assault; work group; report.,H0294,Delaney
HB1732,Health records; disclosure of laboratory test results.,H0284,Price
HB1733,"Children; petitions for relief of care & custody, investigation by local dept. of social services.",H0314,Cole
HB1734,Sex Trafficking Response Coordinator; name change.,H0294,Delaney
HB1735,Voter registration; time period for closing registration records before certain elections.,H0314,Cole
HB1736,"Firearm Violence Intervention and Prevention, Va. Center for; created, etc.",H0284,Price
HB1737,Department of Veterans Services; powers and duties of Commissioner; online portal.,H0301,Reid
HB1738,Veterans or military service members; deaths by suicide.,H0301,Reid
HB1739,General Assembly Military and Veterans Commission established.,H0301,Reid
HB1740,Virginia state militia; officers of certain educational institutions; Randolph-Macon Academy.,H0301,Reid
HB1741,Venison donation tax credit.,H0301,Reid
HB1742,"Pari-mutuel wagering; historical horse racing, percentage retained for distribution.",H0301,Reid
HB1743,"License taxes; deduction for out-of-state receipts, effective date, report.",H0108,Watts
HB1744,Candidates for office; persons entitled to have name printed on ballot; required campaign finance reports.,H0108,Watts
HB1745,"Conflict of Interests Act, State and Local Government, etc.; personal interest in a transaction.",H0108,Watts
HB1746,Public safety officer; definition.,H0359,Ennis
HB1747,Motor vehicle safety inspection approval sticker; armed services grace period.,H0359,Ennis
HB1748,Wrongful death action; who may bring.,H0359,Ennis
HB1749,Workers' compensation; duty to furnish medical attention; timeframe for decision.,H0359,Ennis
HB1750,Department of Transportation; maintenance on components of the Interstate System.,H0359,Ennis
HB1751,Elections; general provisions; loudspeakers prohibited at polls and certain other locations; penalty.,H0359,Ennis
HB1752,Institutions of higher education; financial assistance; tuition grants; Virginia National Guard.,H0359,Ennis
HB1753,Department of Health; regulations; Centers for Medicare and Medicaid Services' final rule; Minimum Staffing Standards for Long-Term Care Facilities.,H0108,Watts
HB1754,Income tax; imposition of tax and standard deduction.,H0108,Watts
HB1755,Sales and use tax on services and digital personal property.,H0108,Watts
HB1756,Southwest Regional Recreation Authority; directors.,H0224,Morefield
HB1757,Compensation of court-appointed counsel.,H0366,Hernandez
HB1758,Surplus real property; prioritization of disposition for affordable housing.,H0361,Gardner
HB1759,"Post-release job search assistance services; DOC, et al., to provide.",H0361,Gardner
HB1760,"Mental health for children 5 yrs. of age or younger; DBHDS, et al., to develop screening, etc.",H0361,Gardner
HB1761,Public campaign financing; counties and cities may establish for certain offices.,H0264,Simon
HB1762,Social Security Disability Insurance; DMAS to seek authorization to provide to certain individuals.,H0224,Morefield
HB1763,"Virginia Freedom of Information Act; virtual meetings; advisory boards, commissions, and councils.",H0374,Martinez
HB1764,Disposable plastic bag tax; distribution to towns.,H0374,Martinez
HB1765,Health insurance; coverage for non-opioid prescription drugs.,H0374,Martinez
HB1766,Unemployment compensation; increase weekly benefit amounts; report.,H0374,Martinez
HB1767,Unemployment benefits; maximum duration.,H0374,Martinez
HB1768,"Possession, sale, transfer, or breeding of nonhuman primates prohibited; penalties.",H0374,Martinez
HB1769,"School Performance and Support Framework; readiness indicator, chronic absenteeism calculation, etc.",H0374,Martinez
HB1770,"Uniform Trust Code; adds ""electronic"" to definitions in Code.",H0374,Martinez
HB1771,"Employee Child Care Assistance Pilot Program; established, report.",H0375,McClure
HB1772,"Autism Advisory Council; name change, membership, repeals sunset date.",H0219,Hope
HB1773,Enhanced earned sentence credits; exemptions; firearm-related offense; felony conviction while a prisoner.,H0328,Wyatt
HB1774,County services; provision of services within towns.,H0374,Martinez
HB1775,"Divorce; adultery, filing, parties living separate and apart.",H0269,Sullivan
HB1776,"Relief; Grimm, Marvin Leon, Jr., compensation for wrongful incarceration.",H0269,Sullivan
HB1777,"Children's Ombudsman, Office of the; foster youths right to receive information.",H0269,Sullivan
HB1778,Insurance agents; appointments and terminations.,H0269,Sullivan
HB1779,Carbon-free energy or clean energy; definition of fusion energy.,H0269,Sullivan
HB1780,"Relief; Merritt, Gilbert, III, compensation for wrongful incarceration.",H0269,Sullivan
HB1781,Foreign protective orders in cases of family abuse; enforcement.,H0269,Sullivan
